Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Old_Dialogue_ID,Old_Utterance_ID,Season,Episode,StartTime,EndTime,Speaker_ID,Listener_ID,Relationship_ID,Has_Entities,Entities,Has_Dialogue_Acts,Dialogue_Acts,Dialogue_Act_Dimension,Dialogue_Act_Comm_Func
"Uh, no she doesn't but I can, I can get a message to her.",Rachel,neutral,neutral,1598,7,774,7,2,4,"00:01:15,784","00:01:18,160",185,212,370,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Great. Uhh, just tell her her husband stopped by.",Stranger,neutral,neutral,1598,8,774,8,2,4,"00:01:18,328","00:01:21,205",212,185,370,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
What?,Rachel,surprise,negative,1598,9,774,9,2,4,"00:01:21,414","00:01:22,956",185,212,370,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'SetQ'}]",Task,SetQ
"Hey, how, how did you do that?",Stranger,surprise,positive,1598,10,774,10,2,4,"00:01:24,542","00:01:26,835",212,185,370,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'SetQ'}]",Task,SetQ
"Alright, somebody.",Rachel,neutral,neutral,1599,0,775,0,1,7,"00:05:34,667","00:05:36,001",185,144,22,False,[],True,"[{'dimension': 'Feedback', 'communicative_function': 'Feedback'}]",Feedback,Feedback
"OK, I'll go. OK, senior year of college... on a pool table.",Monica,neutral,neutral,1599,1,775,1,1,7,"00:05:37,754","00:05:41,965",144,185,22,True,"[('year', 'DATE')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"OK, I'll go. OK, senior year of college... on a pool table.",Monica,neutral,neutral,1600,0,775,1,1,7,"00:05:37,754","00:05:41,965",144,7,87,True,"[('year', 'DATE')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Whoooaa!,All,surprise,positive,1600,1,775,2,1,7,"00:05:42,175","00:05:43,675",7,144,87,True,"[('Whoooaa', 'ORG')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Whoooaa!,All,surprise,positive,1601,0,775,2,1,7,"00:05:42,175","00:05:43,675",7,197,89,True,"[('Whoooaa', 'ORG')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
That's my sister.,Ross,neutral,neutral,1601,1,775,3,1,7,"00:05:43,976","00:05:45,635",197,7,89,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Disneyland, 1989, 'It's a Small World After All.'",Ross,neutral,neutral,1601,2,775,9,1,7,"00:06:12,205","00:06:15,832",197,7,89,True,"[('Disneyland', 'GPE'), ('1989', 'DATE')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
No way!,All,surprise,positive,1601,3,775,10,1,7,"00:06:18,211","00:06:19,294",7,197,89,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
The ride broke down.,Ross,neutral,neutral,1601,4,775,11,1,7,"00:06:19,545","00:06:20,879",197,7,89,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"So, Carol and I went behind a couple of those mechanical Dutch children... then they fixed the ride, and we were asked never to return to the Magic Kingdom.",Ross,joy,positive,1601,5,775,12,1,7,"00:06:21,089","00:06:31,098",197,7,89,True,"[('Carol', 'PERSON'), ('Dutch', 'NORP'), ('the Magic Kingdom', 'LOC')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
That's my sister.,Ross,neutral,neutral,1602,0,775,3,1,7,"00:05:43,976","00:05:45,635",197,108,8,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
OK... my weirdest place would have to be... the women's room on the second floor of the New York CIty public library.,Joey,neutral,neutral,1602,1,775,4,1,7,"00:05:46,846","00:05:55,437",108,197,8,True,"[('second', 'ORDINAL'), ('New York CIty', 'GPE')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
The ride broke down.,Ross,neutral,neutral,1602,2,775,11,1,7,"00:06:19,545","00:06:20,879",197,108,8,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"So, Carol and I went behind a couple of those mechanical Dutch children... then they fixed the ride, and we were asked never to return to the Magic Kingdom.",Ross,joy,positive,1602,3,775,12,1,7,"00:06:21,089","00:06:31,098",197,108,8,True,"[('Carol', 'PERSON'), ('Dutch', 'NORP'), ('the Magic Kingdom', 'LOC')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
OK... my weirdest place would have to be... the women's room on the second floor of the New York CIty public library.,Joey,neutral,neutral,1603,0,775,4,1,7,"00:05:46,846","00:05:55,437",108,144,36,True,"[('second', 'ORDINAL'), ('New York CIty', 'GPE')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Oh my God! What were you doing in a library?,Monica,surprise,negative,1603,1,775,5,1,7,"00:05:55,646","00:05:58,565",144,108,36,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Oh my God! What were you doing in a library?,Monica,surprise,negative,1604,0,775,5,1,7,"00:05:55,646","00:05:58,565",144,197,13,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Pheebs, what about you?",Ross,neutral,neutral,1604,1,775,6,1,7,"0:06:00,693","0:06:01,835",197,144,13,True,"[('Pheebs', 'ORG')]",True,"[{'dimension': 'Task', 'communicative_function': 'Directive'}]",Task,Directive
The ride broke down.,Ross,neutral,neutral,1604,2,775,11,1,7,"00:06:19,545","00:06:20,879",197,144,13,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"So, Carol and I went behind a couple of those mechanical Dutch children... then they fixed the ride, and we were asked never to return to the Magic Kingdom.",Ross,joy,positive,1604,3,775,12,1,7,"00:06:21,089","00:06:31,098",197,144,13,True,"[('Carol', 'PERSON'), ('Dutch', 'NORP'), ('the Magic Kingdom', 'LOC')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Pheebs, what about you?",Ross,neutral,neutral,1605,0,775,6,1,7,"0:06:00,693","0:06:01,835",197,178,14,True,"[('Pheebs', 'ORG')]",True,"[{'dimension': 'Task', 'communicative_function': 'Directive'}]",Task,Directive
Oh... Milwaukee.,Phoebe,neutral,neutral,1605,1,775,7,1,7,"0:06:01,835","0:06:04,662",178,197,14,True,"[('Milwaukee', 'GPE')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
The ride broke down.,Ross,neutral,neutral,1605,2,775,11,1,7,"00:06:19,545","00:06:20,879",197,178,14,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"So, Carol and I went behind a couple of those mechanical Dutch children... then they fixed the ride, and we were asked never to return to the Magic Kingdom.",Ross,joy,positive,1605,3,775,12,1,7,"00:06:21,089","00:06:31,098",197,178,14,True,"[('Carol', 'PERSON'), ('Dutch', 'NORP'), ('the Magic Kingdom', 'LOC')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Oh, Rachel.",Phoebe,neutral,neutral,1605,4,775,13,1,7,"00:06:32,016","00:06:33,433",178,197,14,True,"[('Rachel', 'PERSON')]",True,"[{'dimension': 'Feedback', 'communicative_function': 'Feedback'}]",Feedback,Feedback
Oh... Milwaukee.,Phoebe,neutral,neutral,1606,0,775,7,1,7,"0:06:01,835","0:06:04,662",178,185,21,True,"[('Milwaukee', 'GPE')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Um... Ross?,Rachel,neutral,neutral,1606,1,775,8,1,7,"00:06:08,576","00:06:10,744",185,178,21,True,"[('Ross', 'PERSON')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Um... Ross?,Rachel,neutral,neutral,1607,0,775,8,1,7,"00:06:08,576","00:06:10,744",185,197,5,True,"[('Ross', 'PERSON')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Disneyland, 1989, 'It's a Small World After All.'",Ross,neutral,neutral,1607,1,775,9,1,7,"00:06:12,205","00:06:15,832",197,185,5,True,"[('Disneyland', 'GPE'), ('1989', 'DATE')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
The ride broke down.,Ross,neutral,neutral,1607,2,775,11,1,7,"00:06:19,545","00:06:20,879",197,185,5,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"So, Carol and I went behind a couple of those mechanical Dutch children... then they fixed the ride, and we were asked never to return to the Magic Kingdom.",Ross,joy,positive,1607,3,775,12,1,7,"00:06:21,089","00:06:31,098",197,185,5,True,"[('Carol', 'PERSON'), ('Dutch', 'NORP'), ('the Magic Kingdom', 'LOC')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Hey!,Monica,joy,positive,1608,0,776,0,3,22,"0:09:19,308","0:09:19,830",144,185,22,False,[],False,[],,
Hey!,Rachel,joy,positive,1608,1,776,1,3,22,"0:09:19,830","0:09:20,824",185,144,22,False,[],False,[],,
Hey!,Rachel,joy,positive,1609,0,776,1,3,22,"0:09:19,830","0:09:20,824",185,178,21,False,[],False,[],,
"Oh, is the play over?",Phoebe,neutral,neutral,1609,1,776,2,3,22,"0:09:20,935","0:09:22,027",178,185,21,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Nah. I kept myself busy.,Phoebe,neutral,neutral,1609,2,776,6,3,22,"00:09:31,195","00:09:34,114",178,185,21,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Oh, okay, yeah.  I put your stuff in her room, and her stuff in your room.",Phoebe,neutral,neutral,1609,3,776,7,3,22,"00:09:41,789","00:09:45,041",178,185,21,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Oh, is the play over?",Phoebe,neutral,neutral,1610,0,776,2,3,22,"0:09:20,935","0:09:22,027",178,144,12,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Yeah. Where were you?,Monica,neutral,neutral,1610,1,776,3,3,22,"0:09:22,027","0:09:22,899",144,178,12,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'SetQ'}]",Task,SetQ
You were the next caller five hours ago. You must be going crazy.,Monica,joy,positive,1610,2,776,5,3,22,"00:09:27,400","00:09:31,027",144,178,12,True,"[('five hours ago', 'TIME')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Nah. I kept myself busy.,Phoebe,neutral,neutral,1610,3,776,6,3,22,"00:09:31,195","00:09:34,114",178,144,12,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Oh, okay, yeah.  I put your stuff in her room, and her stuff in your room.",Phoebe,neutral,neutral,1610,4,776,7,3,22,"00:09:41,789","00:09:45,041",178,144,12,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Yeah. Where were you?,Monica,neutral,neutral,1611,0,776,3,3,22,"0:09:22,027","0:09:22,899",144,87,371,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'SetQ'}]",Task,SetQ
"Thank you for your patience, youre the next caller.",Hold Voice,neutral,neutral,1611,1,776,4,3,22,"00:09:23,020","00:09:27,190",87,144,371,False,[],True,"[{'dimension': 'SocialObligationManagement', 'communicative_function': 'Salutation'}]",SocialObligationManagement,Salutation
You were the next caller five hours ago. You must be going crazy.,Monica,joy,positive,1611,2,776,5,3,22,"00:09:27,400","00:09:31,027",144,87,371,True,"[('five hours ago', 'TIME')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Well theres yore. And uh, yknow, yesteryear.",Rachel,neutral,neutral,1612,0,777,0,6,11,"00:15:10,242","00:15:17,874",185,178,21,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Yeah no, Im telling you Rachel has such a great eye for this stuff.",Phoebe,neutral,neutral,1612,1,777,1,6,11,"00:15:19,126","00:15:22,795",178,185,21,True,"[('Rachel', 'PERSON')]",False,[],,
"Ross, yknow if you ever decide you need to redecorateAnd I think that you should.",Phoebe,neutral,neutral,1612,2,777,2,6,11,"00:15:22,963","00:15:28,051",178,185,21,True,"[('Ross', 'PERSON')]",True,"[{'dimension': 'Task', 'communicative_function': 'Directive'}]",Task,Directive
"You should, you should ask Rachel to help.",Phoebe,neutral,neutral,1612,3,777,3,6,11,"00:15:28,218","00:15:29,969",178,185,21,True,"[('Rachel', 'PERSON')]",True,"[{'dimension': 'Task', 'communicative_function': 'Directive'}]",Task,Directive
Oh honey he doesnt need my help.,Rachel,neutral,neutral,1612,4,777,4,6,11,"00:15:30,137","00:15:31,679",185,178,21,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Oh, come on! I think hes ready to get rid of, what did you call it? The cheap knock-offs and dinosaur junk.",Phoebe,joy,positive,1612,5,777,5,6,11,"00:15:31,847","00:15:37,644",178,185,21,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Yknow what? I dont, I dont think Phoebe really wants to come.",Rachel,joy,positive,1612,6,777,9,6,11,"00:16:02,294","00:16:04,587",185,178,21,True,"[('Phoebe', 'PERSON')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
No! I do want to!,Phoebe,joy,positive,1612,7,777,10,6,11,"0:16:04,755","0:16:05,597",178,185,21,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Oh, she does want to.",Rachel,neutral,neutral,1612,8,777,11,6,11,"0:16:05,597","0:16:06,633",185,178,21,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Yeah no, Im telling you Rachel has such a great eye for this stuff.",Phoebe,neutral,neutral,1613,0,777,1,6,11,"00:15:19,126","00:15:22,795",178,197,14,True,"[('Rachel', 'PERSON')]",False,[],,
"Ross, yknow if you ever decide you need to redecorateAnd I think that you should.",Phoebe,neutral,neutral,1613,1,777,2,6,11,"00:15:22,963","00:15:28,051",178,197,14,True,"[('Ross', 'PERSON')]",True,"[{'dimension': 'Task', 'communicative_function': 'Directive'}]",Task,Directive
"You should, you should ask Rachel to help.",Phoebe,neutral,neutral,1613,2,777,3,6,11,"00:15:28,218","00:15:29,969",178,197,14,True,"[('Rachel', 'PERSON')]",True,"[{'dimension': 'Task', 'communicative_function': 'Directive'}]",Task,Directive
"Oh, come on! I think hes ready to get rid of, what did you call it? The cheap knock-offs and dinosaur junk.",Phoebe,joy,positive,1613,3,777,5,6,11,"00:15:31,847","00:15:37,644",178,197,14,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Really?!,Ross,surprise,positive,1613,4,777,6,6,11,"00:15:42,566","00:15:44,275",197,178,14,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Hey, yknow what?",Ross,surprise,positive,1613,5,777,7,6,11,"00:15:45,319","00:15:49,310",197,178,14,False,[],False,[],,
"Since you have such a great sense of what I need, uh ooh, heres-heres 60 bucks, why dont you take Phoebe down to that Colonial flea market of yours and get me some stuff.",Ross,neutral,neutral,1613,6,777,8,6,11,"00:15:45,319","00:15:57,413",197,178,14,True,"[('60 bucks', 'MONEY'), ('Phoebe', 'PERSON')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
She does want to.,Ross,neutral,neutral,1613,7,777,12,6,11,"0:16:06,757","0:16:07,884",197,178,14,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Yeah!,Phoebe,joy,positive,1613,8,777,13,6,11,"0:16:07,884","0:16:08,320",178,197,14,False,[],True,"[{'dimension': 'Feedback', 'communicative_function': 'Feedback'}]",Feedback,Feedback
Really?!,Ross,surprise,positive,1614,0,777,6,6,11,"00:15:42,566","00:15:44,275",197,185,5,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Hey, yknow what?",Ross,surprise,positive,1614,1,777,7,6,11,"00:15:45,319","00:15:49,310",197,185,5,False,[],False,[],,
"Since you have such a great sense of what I need, uh ooh, heres-heres 60 bucks, why dont you take Phoebe down to that Colonial flea market of yours and get me some stuff.",Ross,neutral,neutral,1614,2,777,8,6,11,"00:15:45,319","00:15:57,413",197,185,5,True,"[('60 bucks', 'MONEY'), ('Phoebe', 'PERSON')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Yknow what? I dont, I dont think Phoebe really wants to come.",Rachel,joy,positive,1614,3,777,9,6,11,"00:16:02,294","00:16:04,587",185,197,5,True,"[('Phoebe', 'PERSON')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Oh, she does want to.",Rachel,neutral,neutral,1614,4,777,11,6,11,"0:16:05,597","0:16:06,633",185,197,5,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
She does want to.,Ross,neutral,neutral,1614,5,777,12,6,11,"0:16:06,757","0:16:07,884",197,185,5,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Wow, you have really pretty feet.",Rick,surprise,positive,1615,0,778,0,4,4,"00:09:11,008","00:09:12,968",192,178,372,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
These old things.,Phoebe,sadness,negative,1615,1,778,1,4,4,"00:09:14,679","00:09:16,179",178,192,372,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Would you mind spending some time on my siadic area, its been killing me today.",Rick,anger,negative,1615,2,778,2,4,4,"00:09:17,807","00:09:21,685",192,178,372,True,"[('today', 'DATE')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"You mean theOkay by siadic, you mean the towel covered portion.",Phoebe,neutral,neutral,1615,3,778,3,4,4,"00:09:23,729","00:09:29,943",178,192,372,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'PropQ'}]",Task,PropQ
Yeah.,Rick,neutral,neutral,1615,4,778,4,4,4,"00:09:30,152","00:09:31,194",192,178,372,False,[],True,"[{'dimension': 'Feedback', 'communicative_function': 'Feedback'}]",Feedback,Feedback
"Sure, yeah, no I can do that, yeah, because umm, y'know, the muscles in the siadic area can get yknow, real  nice and tight.",Phoebe,neutral,neutral,1615,5,778,5,4,4,"00:09:31,821","00:09:40,203",178,192,372,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"So umm, tell me Rick, how umm, how did you injure the area.",Phoebe,surprise,negative,1615,6,778,6,4,4,"00:09:43,708","00:09:48,962",178,192,372,True,"[('Rick', 'PERSON')]",True,"[{'dimension': 'Task', 'communicative_function': 'SetQ'}]",Task,SetQ
"Oh, a 16-hour sit-in for Greenpeace.",Rick,neutral,neutral,1615,7,778,7,4,4,"00:09:49,171","00:09:51,840",192,178,372,True,"[('Greenpeace', 'ORG')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Oh.,Phoebe,neutral,neutral,1615,8,778,8,4,4,"00:09:52,091","00:09:53,425",178,192,372,False,[],True,"[{'dimension': 'Feedback', 'communicative_function': 'Feedback'}]",Feedback,Feedback
Ow! Did you just bite me?,Rick,surprise,negative,1615,9,778,9,4,4,"00:10:01,809","00:10:05,770",192,178,372,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'PropQ'}]",Task,PropQ
No!,Phoebe,surprise,positive,1615,10,778,10,4,4,"00:10:03,561","00:10:05,770",178,192,372,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Crew guy.,Phoebe,neutral,neutral,1616,0,780,0,3,3,"00:02:45,415","00:02:48,125",178,82,222,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Yeah.,Phoebe,neutral,neutral,1616,1,780,1,3,3,"0:02:48,376","0:02:48,710",178,82,222,False,[],True,"[{'dimension': 'Feedback', 'communicative_function': 'Feedback'}]",Feedback,Feedback
Why have you been following me?,Phoebe,anger,negative,1616,2,780,2,3,3,"0:02:48,710","0:02:50,202",178,82,222,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'SetQ'}]",Task,SetQ
"I mean, all week long everywhere I look there's you.",Phoebe,neutral,neutral,1616,3,780,3,3,3,"00:02:50,378","00:02:52,629",178,82,222,True,"[('all week', 'DATE')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"You wouldn't return my calls, you sent back my letters....",Guy,sadness,negative,1616,4,780,4,3,3,"00:02:53,131","00:02:55,883",82,178,222,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
What?,Phoebe,surprise,negative,1616,5,780,5,3,3,"0:02:56,050","0:02:56,482",178,82,222,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'SetQ'}]",Task,SetQ
"One more chance Ursula, please?",Guy,sadness,negative,1616,6,780,6,3,3,"0:02:56,482","0:02:58,931",82,178,222,True,"[('One', 'CARDINAL'), ('Ursula', 'GPE')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"One more chance Ursula, please?",Guy,sadness,negative,1617,0,780,6,3,3,"0:02:56,482","0:02:58,931",82,108,373,True,"[('One', 'CARDINAL'), ('Ursula', 'GPE')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Okay.,Joey,neutral,neutral,1617,1,780,7,3,3,"00:03:00,013","00:03:02,389",108,82,373,False,[],True,"[{'dimension': 'Feedback', 'communicative_function': 'Feedback'}]",Feedback,Feedback
"Okay, and then this is the coffee house. This is where I play my music.",Phoebe,neutral,neutral,1618,0,781,0,3,23,"00:02:14,551","00:02:18,387",178,252,374,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Good deal.,Vince,joy,positive,1618,1,781,1,3,23,"00:02:18,555","00:02:20,556",252,178,374,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Here you go.,Gunther,neutral,neutral,1619,0,782,0,3,19,"0:00:03,211","0:00:03,723",80,185,375,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Thank you.,Rachel,neutral,neutral,1619,1,782,1,3,19,"0:00:03,723","0:00:05,857",185,80,375,False,[],True,"[{'dimension': 'SocialObligationManagement', 'communicative_function': 'Thanking'}]",SocialObligationManagement,Thanking
Wow! Umm....,Rachel,surprise,positive,1619,2,782,10,3,19,"00:00:56,806","00:00:57,931",185,80,375,False,[],True,"[{'dimension': 'Feedback', 'communicative_function': 'Feedback'}]",Feedback,Feedback
I dropped a cup.,Gunther,neutral,neutral,1619,3,782,11,3,19,"00:01:09,069","00:01:10,360",80,185,375,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Thank you.,Rachel,neutral,neutral,1620,0,782,1,3,19,"0:00:03,723","0:00:05,857",185,135,85,False,[],True,"[{'dimension': 'SocialObligationManagement', 'communicative_function': 'Thanking'}]",SocialObligationManagement,Thanking
Hi!,Mark,joy,positive,1620,1,782,2,3,19,"00:00:26,151","00:00:27,609",135,185,85,False,[],True,"[{'dimension': 'SocialObligationManagement', 'communicative_function': 'Salutation'}]",SocialObligationManagement,Salutation
"Hi! All right, lets go shoppin!!",Rachel,joy,positive,1620,2,782,3,3,19,"00:00:27,819","00:00:29,528",185,135,85,False,[],True,"[{'dimension': 'SocialObligationManagement', 'communicative_function': 'Salutation'}]",SocialObligationManagement,Salutation
"Um, y'know, before we go ah, theres something I need to say.",Mark,fear,negative,1620,3,782,4,3,19,"00:00:29,821","00:00:32,406",135,185,85,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Oh, okay.",Rachel,neutral,neutral,1620,4,782,5,3,19,"00:00:32,824","00:00:34,908",185,135,85,False,[],True,"[{'dimension': 'Feedback', 'communicative_function': 'Feedback'}]",Feedback,Feedback
"Ive kinda of had this ah, this crush on you.",Mark,fear,negative,1620,5,782,6,3,19,"00:00:38,121","00:00:40,622",135,185,85,True,"[('I\x92ve kinda', 'PERSON')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"But since you were with Ross, I-I didnt do anything about it.",Mark,joy,positive,1620,6,782,7,3,19,"00:00:41,791","00:00:44,668",135,185,85,True,"[('Ross', 'PERSON')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"But, now that youre not, Id really like to ask you out sometime.",Mark,fear,negative,1620,7,782,8,3,19,"00:00:44,836","00:00:48,797",135,185,85,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"So-so thats-thats what Im doing, now.",Mark,fear,negative,1620,8,782,9,3,19,"00:00:49,466","00:00:53,343",135,185,85,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Wow! Umm....,Rachel,surprise,positive,1620,9,782,10,3,19,"00:00:56,806","00:00:57,931",185,135,85,False,[],True,"[{'dimension': 'Feedback', 'communicative_function': 'Feedback'}]",Feedback,Feedback
"Hello, tiny embryos.",Phoebe,neutral,neutral,1621,0,783,0,4,12,"00:09:56,679","00:09:58,888",178,57,337,False,[],True,"[{'dimension': 'SocialObligationManagement', 'communicative_function': 'Salutation'}]",SocialObligationManagement,Salutation
"Well, Im-Im Phoebe Buffay, hi!",Phoebe,joy,positive,1621,1,783,1,4,12,"00:10:00,516","00:10:02,851",178,57,337,True,"[('I\x92m-I\x92m Phoebe Buffay', 'PRODUCT')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}, {'dimension': 'SocialObligationManagement', 'communicative_function': 'Salutation'}]",Task,Statement
Im-Im-Im hoping to be your uterus for the next nine months.,Phoebe,joy,positive,1621,2,783,2,4,12,"00:10:04,353","00:10:08,273",178,57,337,True,"[('the next nine months', 'DATE')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"You should know, that were doing this for Frank and Alice, who you know, youve been there!",Phoebe,joy,positive,1621,3,783,3,4,12,"00:10:09,191","00:10:14,154",178,57,337,True,"[('we\x92re', 'ORG'), ('Frank', 'PERSON'), ('Alice', 'PERSON'), ('you\x92ve', 'PERSON')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Umm, yknow they want you so much, so when you guys get in there, really grab on.",Phoebe,joy,positive,1621,4,783,4,4,12,"00:10:17,283","00:10:22,871",178,57,337,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Okay, and-and I promise that Ill keep you safe and warm until youre ready to have them take you home, so Oh!",Phoebe,joy,positive,1621,5,783,5,4,12,"00:10:23,497","00:10:33,173",178,57,337,True,"[('I\x92ll', 'NORP')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"And also, umm next time you see me, Im screaming, dont worry, thats whats supposed to happen.",Phoebe,neutral,neutral,1621,6,783,6,4,12,"00:10:35,384","00:10:41,556",178,57,337,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Ready?,Dr. Zane,neutral,neutral,1621,7,783,7,4,12,"00:10:43,392","00:10:45,268",57,178,337,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
